og,level,nm,description,COG_categories,OG_ID
COG0293,2,1711,RNA methylation,J,COG0293@2
COG0294,2,4732,"Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives",H,COG0294@2
COG0295,2,3825,cytidine deaminase activity,F,COG0295@2
COG0296,2,5327,"1,4-alpha-glucan branching enzyme activity",G,COG0296@2
COG0298,2,1538,carbon dioxide binding,O,COG0298@2
COG0297,2,5166,glycogen (starch) synthase activity,G,COG0297@2
COG0299,2,4186,"Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate",F,COG0299@2
COG0301,2,1824,tRNA thio-modification,H,COG0301@2
COG0302,2,4094,gtp cyclohydrolase,H,COG0302@2
COG0303,2,5557,'Molybdopterin,H,COG0303@2
COG0300,2,12695,Belongs to the short-chain dehydrogenases reductases (SDR) family,S,COG0300@2
COG0304,2,11871,3-oxoacyl-[acyl-carrier-protein] synthase activity,I,COG0304@2
COG0306,2,4094,phosphate transporter,P,COG0306@2
COG0305,2,6075,Participates in initiation and elongation during chromosome replication,L,COG0305@2
COG0307,2,3995,"riboflavin synthase, alpha",H,COG0307@2
COG0309,2,2029,Hydrogenase expression formation protein (HypE),O,COG0309@2
COG0308,2,7851,peptide catabolic process,E,COG0308@2
COG0310,2,1641,cobalt ion transport,P,COG0310@2
COG0311,2,1400,Catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the biosynthesis of pyridoxal 5'-phosphate. The resulting ammonia molecule is channeled to the active site of PdxS,H,COG0311@2
COG0312,2,5553,metallopeptidase activity,S,COG0312@2
COG0314,2,2891,molybdopterin synthase activity,H,COG0314@2
COG0313,2,4991,rRNA processing,H,COG0313@2
COG0315,2,3189,cyclic pyranopterin monophosphate synthase activity,H,COG0315@2
COG0316,2,6412,protein maturation,S,COG0316@2
COG0317,2,7528,In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,KT,COG0317@2
COG0319,2,4535,Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA,C,COG0319@2
COG0320,2,3648,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",H,COG0320@2
COG0321,2,2990,lipoyl(octanoyl) transferase activity,H,COG0321@2
COG0322,2,6274,excinuclease ABC activity,L,COG0322@2
COG0324,2,4657,tRNA dimethylallyltransferase activity,J,COG0324@2
COG0323,2,4687,"This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex",L,COG0323@2
COG0325,2,4355,"Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis",F,COG0325@2
COG0326,2,3446,unfolded protein binding,O,COG0326@2
COG0318,2,30433,PFAM AMP-dependent synthetase and ligase,IQ,COG0318@2
COG0327,2,3685,Belongs to the GTP cyclohydrolase I type 2 NIF3 family,L,COG0327@2
COG0328,2,5074,RNA-DNA hybrid ribonuclease activity,L,COG0328@2
COG0331,2,5333,[acyl-carrier-protein] S-malonyltransferase activity,I,COG0331@2
COG0329,2,11599,Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA),E,COG0329@2
COG0330,2,11061,stress-induced mitochondrial fusion,O,COG0330@2
COG0333,2,3847,Belongs to the bacterial ribosomal protein bL32 family,J,COG0333@2
COG0332,2,8688,beta-ketoacyl-acyl-carrier-protein synthase III activity,I,COG0332@2
COG0335,2,4435,large ribosomal subunit rRNA binding,J,COG0335@2
COG0334,2,5801,glutamate dehydrogenase [NAD(P)+] activity,E,COG0334@2
COG0336,2,4459,Belongs to the RNA methyltransferase TrmD family,J,COG0336@2
COG0337,2,4593,3-dehydroquinate synthase activity,E,COG0337@2
COG0338,2,2424,D12 class N6 adenine-specific DNA methyltransferase,L,COG0338@2
COG0339,2,3083,metalloendopeptidase activity,E,COG0339@2
COG0340,2,4526,biotin-[acetyl-CoA-carboxylase] ligase activity,H,COG0340@2
COG0341,2,4269,P-P-bond-hydrolysis-driven protein transmembrane transporter activity,U,COG0341@2
COG0342,2,4740,P-P-bond-hydrolysis-driven protein transmembrane transporter activity,U,COG0342@2
COG0343,2,4219,queuine tRNA-ribosyltransferase activity,F,COG0343@2
COG0344,2,3596,acyl-phosphate glycerol-3-phosphate acyltransferase activity,I,COG0344@2
COG0345,2,4864,pyrroline-5-carboxylate reductase activity,E,COG0345@2
COG0348,2,4168,"4 iron, 4 sulfur cluster binding",C,COG0348@2
COG0349,2,3227,Exonuclease involved in the 3' processing of various precursor tRNAs. Initiates hydrolysis at the 3'-terminus of an RNA molecule and releases 5'-mononucleotides,J,COG0349@2
COG0347,2,6098,Belongs to the P(II) protein family,K,COG0347@2
COG0351,2,4624,phosphomethylpyrimidine kinase activity,H,COG0351@2
COG0350,2,6200,methylated-DNA-[protein]-cysteine S-methyltransferase activity,L,COG0350@2
COG0354,2,2408,folic acid binding,S,COG0354@2
COG0353,2,4384,DNA recombination,L,COG0353@2
COG0352,2,5775,thiamine-phosphate diphosphorylase activity,H,COG0352@2
COG0355,2,4524,"proton-transporting ATP synthase activity, rotational mechanism",C,COG0355@2
COG0356,2,4555,it plays a direct role in the translocation of protons across the membrane,C,COG0356@2
COG0357,2,4349,rRNA methyltransferase activity,J,COG0357@2
COG0358,2,7821,DNA primase activity,L,COG0358@2
COG0359,2,4454,rRNA binding,J,COG0359@2
COG0360,2,4464,Binds together with S18 to 16S ribosomal RNA,J,COG0360@2
COG0346,2,39661,lactoylglutathione lyase activity,E,COG0346@2
COG0361,2,4673,"One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex",J,COG0361@2
COG0362,2,2297,"Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH",G,COG0362@2
COG0363,2,5176,glucosamine-6-phosphate deaminase activity,G,COG0363@2
COG0364,2,4033,glucose-6-phosphate dehydrogenase activity,G,COG0364@2
COG0368,2,2512,Joins adenosylcobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin). Also synthesizes adenosylcobalamin 5'-phosphate from adenosylcobinamide-GDP and alpha-ribazole 5'-phosphate,H,COG0368@2
COG0367,2,5857,asparagine synthase,E,COG0367@2
COG0369,2,2657,hydroxylamine reductase activity,C,COG0369@2
COG0365,2,9339,"Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA",I,COG0365@2
COG0366,2,15184,"hydrolase activity, hydrolyzing O-glycosyl compounds",G,COG0366@2
COG0370,2,3869,ferrous iron transmembrane transporter activity,P,COG0370@2
COG0371,2,1955,Dehydrogenase,C,COG0371@2
COG0373,2,3229,glutamyl-tRNA reductase activity,H,COG0373@2
COG0372,2,6572,Belongs to the citrate synthase family,C,COG0372@2
COG0374,2,1377,Belongs to the NiFe NiFeSe hydrogenase large subunit family,C,COG0374@2
COG0375,2,1422,nickel cation binding,S,COG0375@2
COG0376,2,2015,catalase activity,P,COG0376@2
COG0377,2,3129,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",C,COG0377@2
COG0378,2,3179,nickel cation binding,KO,COG0378@2
COG0379,2,3199,quinolinate synthetase A activity,H,COG0379@2
COG0380,2,1846,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity",G,COG0380@2
COG0381,2,3872,UDP-N-acetylglucosamine 2-epimerase activity,M,COG0381@2
COG0382,2,5201,"Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of ubiquinone-8 (UQ-8) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate 3- octaprenyl-4-hydroxybenzoate",H,COG0382@2
COG0383,2,1809,mannose metabolic process,G,COG0383@2
COG0384,2,3589,isomerase activity,S,COG0384@2
COG0385,2,3843,bile acid:sodium symporter activity,S,COG0385@2
COG0386,2,3779,Belongs to the glutathione peroxidase family,O,COG0386@2
COG0387,2,1271,calcium:proton antiporter activity,P,COG0387@2
COG0390,2,1353,"transport system, permease component",V,COG0390@2
COG0389,2,8873,"Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII",L,COG0389@2
COG0391,2,2680,"phosphotransferase activity, for other substituted phosphate groups",S,COG0391@2
COG0388,2,13589,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",S,COG0388@2
COG0393,2,2324,Putative heavy-metal-binding,S,COG0393@2
COG0392,2,5253,lysyltransferase activity,M,COG0392@2
COG0396,2,3590,ATPase activity,O,COG0396@2
COG0397,2,2164,"Uncharacterized ACR, YdiU/UPF0061 family",S,COG0397@2
COG0394,2,8378,Belongs to the low molecular weight phosphotyrosine protein phosphatase family,T,COG0394@2
COG0398,2,4266,Pfam SNARE associated Golgi protein,M,COG0398@2
COG0401,2,782,response to antibiotic,S,COG0401@2
COG0399,2,9637,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,E,COG0399@2
COG0400,2,3868,palmitoyl-(protein) hydrolase activity,S,COG0400@2
COG0403,2,3304,"oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor",E,COG0403@2
COG0402,2,8810,S-adenosylhomocysteine deaminase activity,F,COG0402@2
COG0395,2,25808,glycerophosphodiester transmembrane transport,P,COG0395@2
COG0404,2,6595,The glycine cleavage system catalyzes the degradation of glycine,E,COG0404@2
COG0405,2,4995,Gamma-glutamyltransferase,E,COG0405@2
COG0407,2,4593,Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III,H,COG0407@2
COG0408,2,1843,coproporphyrinogen oxidase activity,H,COG0408@2
COG0409,2,1233,carbon monoxide binding,O,COG0409@2
COG0406,2,14313,alpha-ribazole phosphatase activity,G,COG0406@2
COG0410,2,10374,branched-chain amino acid transmembrane transporter activity,E,COG0410@2
COG0411,2,8873,ABC transporter,E,COG0411@2
COG0412,2,6514,carboxymethylenebutenolidase activity,Q,COG0412@2
COG0413,2,3593,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,H,COG0413@2
COG0414,2,3540,Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate,H,COG0414@2
COG0415,2,3582,Belongs to the DNA photolyase family,L,COG0415@2
COG0416,2,3361,fatty acid biosynthetic process,I,COG0416@2
COG0417,2,735,DNA replication proofreading,L,COG0417@2
COG0418,2,1236,dihydroorotase activity,F,COG0418@2
COG0419,2,5623,ATPase involved in DNA repair,L,COG0419@2
COG0420,2,3893,3'-5' exonuclease activity,L,COG0420@2
COG0421,2,3702,spermidine synthase activity,E,COG0421@2
COG0422,2,2971,thiamine diphosphate biosynthetic process,H,COG0422@2
COG0423,2,1821,glycyl-tRNA aminoacylation,J,COG0423@2
COG0424,2,5303,maF-like protein,D,COG0424@2
COG0425,2,4133,sulfur carrier activity,O,COG0425@2
COG0426,2,2370,nitric oxide reductase activity,C,COG0426@2
COG0427,2,2412,acetyl-CoA hydrolase activity,C,COG0427@2
COG0429,2,1266,poly(3-hydroxybutyrate) depolymerase activity,S,COG0429@2
COG0428,2,3330,transporter,P,COG0428@2
COG0430,2,200,RNA-3'-phosphate cyclase activity,A,COG0430@2
COG0432,2,2525,Uncharacterised protein family UPF0047,S,COG0432@2
COG0434,2,420,BtpA family,S,COG0434@2
COG0435,2,1899,Glutathione S-transferase,O,COG0435@2
COG0431,2,8298,FMN reductase (NADPH) activity,S,COG0431@2
COG0433,2,6021,helicase activity,S,COG0433@2
COG0437,2,5206,"4 iron, 4 sulfur cluster binding",C,COG0437@2
COG0440,2,3998,acetolactate synthase activity,E,COG0440@2
COG0439,2,5583,biotin carboxylase activity,I,COG0439@2
COG0441,2,5612,threonyl-tRNA aminoacylation,J,COG0441@2
COG0436,2,18289,Aminotransferase,E,COG0436@2
COG0442,2,4474,prolyl-tRNA aminoacylation,J,COG0442@2
COG0445,2,3773,tRNA wobble uridine modification,D,COG0445@2
COG0443,2,10303,unfolded protein binding,O,COG0443@2
COG0444,2,10811,Belongs to the ABC transporter superfamily,P,COG0444@2
COG0447,2,1798,"Converts o-succinylbenzoyl-CoA (OSB-CoA) to 1,4- dihydroxy-2-naphthoyl-CoA (DHNA-CoA)",H,COG0447@2
COG0448,2,4109,glucose-1-phosphate adenylyltransferase activity,G,COG0448@2
COG0446,2,14973,pyridine nucleotide-disulphide oxidoreductase,Q,COG0446@2
COG0450,2,5194,alkyl hydroperoxide reductase,O,COG0450@2
COG0449,2,5505,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,M,COG0449@2
COG0452,2,5351,phosphopantothenoylcysteine decarboxylase activity,H,COG0452@2
COG0455,2,4104,bacterial-type flagellum organization,D,COG0455@2
COG0454,2,7800,-acetyltransferase,K,COG0454@2
COG0438,2,53186,"transferase activity, transferring glycosyl groups",M,COG0438@2
COG0451,2,29065,ADP-glyceromanno-heptose 6-epimerase activity,GM,COG0451@2
COG0458,2,5190,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,F,COG0458@2
COG0456,2,53959,acetyltransferase,K,COG0456@2
COG0457,2,65423,peptidyl-tyrosine sulfation,S,COG0457@2
COG0459,2,5972,protein refolding,O,COG0459@2
COG0460,2,4922,homoserine dehydrogenase activity,E,COG0460@2
COG0461,2,4601,orotate phosphoribosyltransferase activity,F,COG0461@2
COG0462,2,5787,Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P),F,COG0462@2
COG0464,2,5998,ATPase activity,O,COG0464@2
COG0466,2,4618,ATP-dependent peptidase activity,O,COG0466@2
COG0465,2,7192,"Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins",O,COG0465@2
COG0467,2,1667,regulation of circadian rhythm,T,COG0467@2
COG0463,2,18346,"Glycosyl transferase, family 2",M,COG0463@2
COG0468,2,4888,"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage",L,COG0468@2
COG0469,2,5361,pyruvate kinase activity,G,COG0469@2
COG0470,2,4750,replication factor c,L,COG0470@2
COG0471,2,5330,metal ion transport,P,COG0471@2
COG0473,2,6121,3-isopropylmalate dehydrogenase activity,CE,COG0473@2
COG0472,2,8285,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,M,COG0472@2
COG0478,2,81,protein serine/threonine kinase activity,T,COG0478@2
COG0474,2,7014,"ATPase, P-type transporting, HAD superfamily, subfamily IC",P,COG0474@2
COG0475,2,6631,glutathione-regulated potassium exporter activity,P,COG0475@2
COG0476,2,6373,"Involved in molybdopterin and thiamine biosynthesis, family 2",H,COG0476@2
COG0479,2,5361,Belongs to the succinate dehydrogenase fumarate reductase iron-sulfur protein family,C,COG0479@2
COG0481,2,4617,GTPase activity,M,COG0481@2
COG0482,2,4637,sulfurtransferase activity,J,COG0482@2
COG0480,2,7922,"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome",J,COG0480@2
COG0483,2,8052,inositol monophosphate 1-phosphatase activity,G,COG0483@2
COG0486,2,4398,GTPase activity,S,COG0486@2
COG0490,2,1975,"domain, Protein",P,COG0490@2
COG0484,2,11543,heat shock protein binding,O,COG0484@2
COG0489,2,10074,protein tyrosine kinase activity,D,COG0489@2
